date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M_RANGE,WS10M,WD10M,WS10M_MAX,WS10M_MIN
2003-07-14,28.33,26.27,27.3,28.4,4.65,31.02,26.37,21.48,88.96,2.39,100.12,2.63,3.82,161.6,5.01,2.38
2003-07-15,28.29,26.3,27.3,28.36,5.74,31.78,26.04,21.5,89.32,1.63,100.24,3.52,3.71,144.5,5.78,2.26
2003-07-16,28.35,26.27,27.31,28.54,6.26,32.06,25.8,21.43,88.85,3.53,100.36,3.01,3.91,151.3,5.4,2.39
2003-07-17,29.13,26.46,27.79,29.63,7.06,32.94,25.88,21.66,86.2,4.31,100.44,1.34,2.95,155.5,3.57,2.23
2003-07-18,28.84,26.22,27.53,29.35,6.28,32.39,26.11,21.35,86.42,4.86,100.42,1.44,3.14,190.5,3.88,2.44
2003-07-19,28.84,26.29,27.57,29.19,6.12,32.36,26.24,21.51,86.7,1.26,100.14,2.13,4.23,177.2,5.39,3.26
2003-07-20,28.95,26.67,27.81,29.2,6.57,32.64,26.07,22.02,88.01,1.89,100.09,2.26,4.44,167.0,5.44,3.18
2003-07-21,27.77,26.28,27.03,27.89,3.18,29.69,26.51,21.49,91.69,3.13,100.12,1.45,3.33,154.4,3.97,2.52
2003-07-22,28.18,26.35,27.26,28.32,5.09,31.15,26.06,21.63,90.12,1.08,99.95,2.83,3.71,130.6,5.08,2.25
2003-07-23,29.73,26.08,27.9,29.77,7.05,33.1,26.05,21.33,81.58,2.25,99.69,3.2,2.05,86.1,3.55,0.35
2003-07-24,29.73,26.61,28.17,29.5,5.43,32.27,26.84,22.09,83.62,8.14,99.44,2.97,1.78,46.8,3.45,0.48
2003-07-25,28.71,27.5,28.11,28.58,3.35,30.49,27.14,23.31,93.11,20.29,99.35,4.28,5.25,96.1,6.75,2.47
2003-07-26,28.44,26.79,27.62,28.4,3.7,30.68,26.98,22.22,90.86,4.02,99.82,3.04,5.74,128.1,7.44,4.4
2003-07-27,28.44,26.68,27.56,28.38,4.43,31.24,26.81,21.99,90.38,11.12,100.24,2.88,5.56,142.4,6.98,4.1
2003-07-28,28.23,26.39,27.31,28.33,5.39,31.59,26.2,21.58,90.06,8.04,100.41,3.57,4.01,159.3,5.55,1.98
2003-07-29,27.78,26.66,27.22,27.73,3.04,29.44,26.4,22.0,93.58,19.5,100.13,4.95,5.28,193.1,7.84,2.89
2003-07-30,28.0,25.87,26.93,28.09,3.78,30.29,26.51,21.01,88.49,11.29,99.95,5.15,2.61,192.6,5.33,0.18
2003-07-31,28.35,26.33,27.34,28.46,6.26,32.05,25.79,21.59,89.2,4.46,100.06,4.88,3.19,168.2,5.32,0.44
2003-08-01,27.56,26.18,26.87,27.5,4.28,30.04,25.76,21.36,92.24,3.48,100.17,2.94,4.54,159.4,6.15,3.21
2003-08-02,27.93,25.76,26.84,28.1,6.16,31.6,25.44,20.82,88.46,3.25,100.2,2.06,3.51,165.2,4.58,2.52
2003-08-03,28.74,25.92,27.33,29.22,6.81,32.44,25.63,21.02,85.46,0.77,100.22,2.08,2.81,154.3,4.0,1.92
2003-08-04,28.75,26.14,27.44,29.16,6.38,32.64,26.26,21.31,86.42,3.9,100.18,1.65,1.83,174.2,2.76,1.11
2003-08-05,29.32,26.39,27.85,29.8,6.53,32.74,26.21,21.63,84.92,4.45,100.12,1.07,1.84,198.9,2.32,1.25
2003-08-06,28.63,26.22,27.43,28.84,5.2,31.45,26.25,21.44,87.18,1.5,100.01,0.53,1.92,186.5,2.22,1.69
2003-08-07,29.45,26.74,28.1,29.92,6.99,33.11,26.12,22.13,86.04,2.89,99.99,2.35,2.69,166.4,3.83,1.48
2003-08-08,28.52,26.73,27.63,28.71,4.72,31.45,26.73,22.09,90.26,8.57,100.08,1.2,3.79,168.7,4.42,3.22
2003-08-09,28.68,26.65,27.66,28.87,5.26,31.95,26.69,22.0,89.22,4.74,100.0,2.26,3.67,179.0,4.67,2.41
2003-08-10,28.56,26.52,27.54,28.7,5.18,31.69,26.51,21.82,89.1,5.19,100.05,1.61,4.64,177.0,5.43,3.82
2003-08-11,28.59,26.7,27.64,28.72,4.67,31.34,26.67,22.05,89.84,31.53,100.1,2.01,3.97,165.5,4.97,2.96
2003-08-12,28.56,26.54,27.55,28.69,5.2,31.58,26.38,21.84,89.17,19.88,100.08,4.17,5.02,152.6,7.34,3.17
2003-08-13,28.87,26.61,27.74,29.06,6.79,32.99,26.2,21.95,88.15,6.61,100.03,2.48,4.97,139.7,5.96,3.48
2003-08-14,28.78,26.56,27.67,29.06,6.22,32.61,26.39,21.88,88.27,2.57,99.99,2.41,4.79,144.7,6.07,3.66
2003-08-15,28.25,26.26,27.25,28.33,5.18,31.45,26.27,21.47,89.28,5.32,100.09,4.0,4.98,158.1,7.28,3.28
2003-08-16,27.96,26.36,27.16,28.01,4.85,30.78,25.93,21.58,91.15,1.19,100.21,2.67,3.59,166.2,4.93,2.26
2003-08-17,28.82,26.6,27.71,28.96,5.52,31.84,26.32,21.89,88.25,3.48,100.23,2.53,3.76,172.4,4.81,2.28
2003-08-18,28.58,26.28,27.43,28.75,5.48,31.55,26.07,21.48,87.84,5.66,100.19,2.32,3.26,158.6,4.57,2.25
2003-08-19,28.22,26.42,27.32,28.4,5.49,31.35,25.86,21.71,90.27,5.83,99.97,2.46,3.22,158.8,4.4,1.94
2003-08-20,28.64,26.04,27.34,28.75,5.08,31.24,26.16,21.25,86.23,5.21,99.82,1.89,1.62,160.7,2.51,0.62
2003-08-21,30.47,26.27,28.37,30.49,7.02,33.76,26.74,21.57,79.02,1.36,99.85,1.96,1.24,13.9,2.12,0.16
2003-08-22,28.54,26.81,27.67,28.53,3.88,30.97,27.09,22.18,90.48,6.78,100.15,6.43,4.07,149.7,7.15,0.72
2003-08-23,28.22,26.17,27.19,28.31,5.06,31.23,26.17,21.26,88.98,4.23,100.53,2.49,4.85,144.3,5.95,3.46
2003-08-24,27.3,25.88,26.59,27.36,3.18,29.07,25.89,20.93,92.06,11.77,100.36,1.42,2.38,173.5,3.09,1.67
2003-08-25,29.19,25.82,27.5,29.4,7.2,32.78,25.58,20.92,82.9,6.76,100.1,1.91,1.57,148.0,2.56,0.65
2003-08-26,29.6,26.75,28.17,29.95,7.59,33.71,26.12,22.16,85.38,4.91,99.95,3.52,2.85,168.3,4.22,0.7
2003-08-27,29.19,26.72,27.95,29.39,6.2,33.04,26.84,22.08,87.16,1.37,100.07,3.26,5.07,148.5,6.86,3.6
2003-08-28,28.26,26.1,27.18,28.46,6.37,32.35,25.98,21.25,88.55,3.15,100.21,1.91,5.14,152.6,6.13,4.22
2003-08-29,27.9,25.82,26.86,28.09,6.53,31.96,25.43,20.86,88.88,6.39,100.39,3.13,5.62,149.2,7.33,4.2
2003-08-30,28.35,26.07,27.21,28.59,6.73,32.28,25.55,21.2,88.01,7.57,100.29,2.53,4.6,159.9,5.86,3.33
2003-08-31,28.86,26.53,27.69,29.09,6.65,32.88,26.23,21.82,87.81,5.84,100.1,2.89,4.45,172.6,5.89,3.0
2003-09-01,28.41,26.36,27.38,28.47,5.39,31.8,26.41,21.63,89.07,1.7,100.01,3.34,4.63,164.5,5.93,2.59
2003-09-02,27.9,26.17,27.04,27.85,4.41,30.58,26.17,21.37,90.52,10.48,100.11,4.34,5.73,156.1,7.87,3.53
2003-09-03,28.29,25.81,27.05,28.63,6.52,32.01,25.49,20.89,87.08,5.24,100.15,2.54,3.88,146.6,5.02,2.48
2003-09-04,27.74,25.68,26.71,27.88,5.33,30.87,25.54,20.71,88.87,2.26,100.21,2.59,3.18,135.0,4.61,2.02
2003-09-05,28.63,26.13,27.38,28.86,6.6,32.41,25.81,21.29,87.06,1.87,100.2,3.04,3.29,151.1,5.13,2.09
2003-09-06,27.77,25.94,26.86,27.72,5.08,31.01,25.93,21.03,90.03,3.02,100.28,3.18,4.43,145.2,6.57,3.39
2003-09-07,27.97,25.85,26.91,28.11,6.2,31.85,25.65,20.93,88.76,6.46,100.2,2.47,4.52,150.0,5.71,3.24
2003-09-08,27.23,25.76,26.5,27.23,3.97,29.6,25.63,20.85,91.78,4.43,100.12,5.46,4.11,140.1,7.03,1.57
2003-09-09,27.78,25.66,26.72,27.84,5.18,30.61,25.43,20.69,88.5,2.24,100.18,2.92,2.87,135.7,4.32,1.4
2003-09-10,27.08,25.68,26.38,27.08,3.09,28.64,25.55,20.73,92.03,1.23,100.12,1.32,1.72,217.5,2.17,0.85
2003-09-11,28.58,25.79,27.18,28.59,5.68,31.64,25.96,20.89,85.47,6.46,100.02,1.29,1.58,219.5,2.51,1.22
2003-09-12,27.64,26.03,26.83,27.37,3.22,29.17,25.95,21.21,90.88,16.04,100.0,1.36,1.54,246.4,2.26,0.9
2003-09-13,28.41,25.57,26.99,28.11,4.88,30.98,26.1,20.59,85.08,8.35,100.18,2.05,1.26,125.0,2.12,0.07
2003-09-14,28.13,26.23,27.18,28.23,5.24,31.32,26.08,21.39,89.82,3.48,100.32,2.22,2.97,155.0,4.08,1.86
2003-09-15,27.53,25.75,26.64,27.72,5.01,30.58,25.57,20.77,90.36,3.4,100.38,2.36,2.95,148.2,4.34,1.98
2003-09-16,27.63,25.73,26.68,27.75,5.59,30.71,25.12,20.74,89.77,4.82,100.43,1.06,2.54,170.2,3.1,2.04
2003-09-17,27.36,25.49,26.42,27.43,4.3,29.82,25.52,20.41,89.86,2.47,100.52,0.7,2.22,167.9,2.53,1.83
2003-09-18,27.88,25.59,26.74,28.19,6.49,31.44,24.95,20.53,88.03,0.68,100.6,2.71,2.81,156.8,4.4,1.69
2003-09-19,27.4,25.72,26.56,27.45,3.81,29.58,25.77,20.68,90.76,7.77,100.59,1.64,2.63,134.1,3.4,1.76
2003-09-20,26.98,25.67,26.33,26.98,3.9,29.04,25.14,20.61,92.67,16.67,100.67,1.77,2.48,154.5,3.46,1.69
2003-09-21,27.99,25.44,26.72,28.06,5.02,30.82,25.8,20.33,86.54,3.77,100.69,1.68,1.24,213.6,2.19,0.51
2003-09-22,28.14,25.3,26.72,28.17,5.81,31.34,25.53,20.17,85.0,6.75,100.63,1.48,1.32,209.1,1.92,0.44
2003-09-23,28.65,25.26,26.96,28.78,6.32,31.79,25.47,20.13,82.7,7.93,100.57,1.34,1.2,221.2,1.79,0.45
2003-09-24,27.35,25.38,26.36,27.45,4.17,29.66,25.49,20.26,89.2,17.75,100.62,1.53,1.0,180.7,1.7,0.17
2003-09-25,27.33,25.3,26.31,27.5,5.0,30.12,25.12,20.14,89.06,11.44,100.75,1.55,1.56,162.7,2.2,0.65
2003-09-26,26.57,25.14,25.86,26.75,2.84,28.19,25.35,19.95,91.92,24.9,100.73,1.4,1.33,202.7,2.19,0.79
2003-09-27,26.94,25.19,26.07,27.1,4.75,29.56,24.81,20.04,90.46,14.38,100.61,1.09,2.07,186.6,2.71,1.62
2003-09-28,26.78,25.23,26.0,26.81,3.93,28.99,25.06,20.1,91.37,5.19,100.52,1.74,2.21,166.2,3.28,1.54
2003-09-29,27.74,25.09,26.42,27.66,6.13,30.8,24.67,19.93,85.93,2.66,100.53,1.87,1.24,163.6,2.31,0.44
2003-09-30,28.26,25.09,26.68,27.98,5.39,30.97,25.58,19.95,83.35,0.47,100.5,1.12,1.0,222.3,1.69,0.57
2003-10-01,28.83,25.0,26.92,28.73,7.08,32.31,25.23,19.85,80.38,5.57,100.5,1.04,0.99,223.5,1.45,0.41
2003-10-02,27.04,24.89,25.97,26.59,3.03,28.59,25.56,19.72,88.23,19.16,100.62,2.37,1.8,67.1,2.91,0.54
2003-10-03,27.14,23.82,25.48,27.01,6.21,30.2,23.99,18.4,82.59,6.42,100.84,1.89,1.34,44.5,2.19,0.3
2003-10-04,27.11,24.27,25.69,27.08,5.89,30.31,24.42,18.92,84.95,3.44,100.85,1.4,1.79,339.3,2.64,1.24
2003-10-05,26.62,23.68,25.15,26.67,6.31,29.9,23.59,18.25,84.4,0.67,100.85,2.23,2.03,352.9,3.24,1.01
2003-10-06,26.86,23.59,25.22,26.69,6.48,30.17,23.69,18.15,82.79,0.91,100.84,2.64,1.88,54.5,3.35,0.71
2003-10-07,25.28,23.76,24.52,25.28,3.98,27.48,23.5,18.34,91.36,15.65,100.87,3.59,3.24,72.6,5.22,1.63
2003-10-08,25.26,24.41,24.83,25.2,4.41,27.59,23.18,19.15,94.94,29.02,100.69,2.0,3.89,97.2,5.11,3.11
2003-10-09,26.56,25.61,26.08,26.36,2.76,28.23,25.47,20.58,94.48,17.96,100.47,2.59,4.55,148.9,6.05,3.46
2003-10-10,27.12,26.31,26.71,26.83,2.52,28.62,26.1,21.52,95.24,17.01,100.23,3.72,4.51,180.8,6.05,2.33
2003-10-11,27.27,23.87,25.57,26.96,5.09,30.2,25.11,18.55,82.36,0.46,100.51,2.83,2.38,270.4,3.78,0.95
2003-10-12,26.26,21.81,24.04,25.99,8.24,30.46,22.22,16.3,77.46,0.0,100.7,1.47,1.35,359.9,2.28,0.81
2003-10-13,24.43,20.03,22.23,24.15,8.5,28.94,20.44,14.67,77.28,0.0,100.87,2.06,2.16,337.2,3.01,0.95
2003-10-14,25.82,22.9,24.36,25.93,8.27,30.09,21.82,17.43,84.59,0.01,100.85,2.19,2.43,339.2,3.39,1.2
2003-10-15,26.86,23.81,25.34,27.06,7.9,30.96,23.06,18.38,84.25,4.3,100.99,1.87,1.55,282.5,2.63,0.76
2003-10-16,27.24,24.08,25.66,27.3,7.09,30.97,23.88,18.65,83.56,4.2,101.07,1.39,1.66,327.0,2.23,0.84
2003-10-17,27.18,23.74,25.46,27.25,8.37,31.37,23.0,18.28,82.38,0.24,101.03,1.09,1.7,332.2,2.34,1.25
2003-10-18,26.14,24.03,25.09,26.11,4.38,28.58,24.2,18.61,88.3,0.97,100.98,0.7,1.34,329.4,1.63,0.93
2003-10-19,26.95,24.05,25.5,26.87,6.43,30.1,23.67,18.64,84.61,0.25,100.94,1.77,1.45,343.4,2.56,0.79
2003-10-20,27.45,24.37,25.91,27.2,6.03,30.81,24.78,19.02,83.59,3.7,100.9,1.89,1.61,324.8,2.7,0.81
2003-10-21,27.44,23.81,25.62,27.21,7.0,30.89,23.89,18.38,81.17,5.59,100.89,0.72,1.2,10.6,1.5,0.78
2003-10-22,26.5,23.13,24.82,26.19,6.04,29.61,23.57,17.62,82.28,2.06,101.03,1.36,1.31,10.5,1.92,0.56
2003-10-23,26.29,22.86,24.58,26.22,7.44,30.5,23.06,17.32,82.06,0.49,101.06,1.07,1.98,357.1,2.53,1.46
2003-10-24,25.47,22.12,23.79,25.49,7.42,29.53,22.11,16.57,82.44,1.01,100.95,1.45,1.91,356.6,2.61,1.16
2003-10-25,25.9,22.65,24.28,25.91,6.25,29.12,22.87,17.13,82.93,2.06,100.93,1.44,1.28,73.6,2.04,0.6
2003-10-26,24.92,23.09,24.01,24.97,4.77,27.76,22.99,17.57,89.69,4.74,100.96,2.06,1.89,89.8,3.08,1.02
2003-10-27,26.1,23.58,24.84,25.98,6.39,29.34,22.95,18.08,86.47,4.79,101.13,2.3,1.84,108.1,3.17,0.87
2003-10-28,26.4,23.47,24.93,26.34,6.16,29.71,23.55,17.91,84.44,2.33,101.39,1.71,1.23,73.5,2.11,0.4
2003-10-29,25.66,23.08,24.37,25.82,7.51,29.89,22.38,17.51,86.18,0.0,101.33,1.94,2.59,345.2,3.49,1.55
2003-10-30,25.22,22.15,23.69,25.08,8.64,29.96,21.32,16.59,83.87,0.02,101.11,2.33,2.83,342.9,4.28,1.95
2003-10-31,25.03,21.89,23.46,24.72,9.04,29.99,20.95,16.33,83.62,0.13,101.0,1.56,2.34,342.1,3.3,1.74
2003-11-01,24.86,21.33,23.1,24.28,8.28,29.35,21.07,15.78,81.44,0.09,101.06,1.8,1.62,346.7,2.67,0.87
2003-11-02,24.03,20.22,22.13,23.52,9.23,29.02,19.79,14.7,80.19,0.0,101.26,1.17,2.11,333.3,2.87,1.7
2003-11-03,23.62,20.56,22.09,23.5,9.39,28.85,19.46,15.03,83.79,0.0,101.27,1.75,2.41,340.4,3.34,1.59
2003-11-04,22.93,20.02,21.47,22.86,9.2,28.12,18.92,14.52,84.61,0.0,101.18,2.23,2.92,329.3,4.35,2.12
2003-11-05,22.85,19.5,21.17,22.61,9.93,28.24,18.31,14.08,82.42,0.0,101.14,1.15,2.4,324.2,3.07,1.92
2003-11-06,23.69,19.23,21.46,22.95,8.78,28.18,19.4,13.84,77.41,0.15,101.03,1.38,1.31,316.0,1.99,0.61
2003-11-07,24.04,18.64,21.34,22.94,9.9,28.86,18.96,13.35,73.08,0.14,100.99,1.27,0.92,136.8,1.64,0.37
2003-11-08,23.89,17.66,20.77,22.61,9.8,28.84,19.04,12.53,69.44,0.0,101.05,1.39,0.98,326.3,1.66,0.27
2003-11-09,21.89,17.62,19.75,21.58,9.85,27.09,17.24,12.49,77.8,0.0,101.08,1.15,1.98,30.7,2.62,1.47
2003-11-10,21.82,17.55,19.69,21.23,10.09,27.5,17.41,12.43,78.32,0.0,101.16,1.71,1.89,359.2,2.53,0.82
2003-11-11,21.89,17.03,19.46,21.35,10.71,28.06,17.35,12.01,75.49,0.0,101.27,1.26,1.85,7.1,2.36,1.1
2003-11-12,22.46,17.41,19.93,21.92,11.52,28.61,17.09,12.31,74.79,0.0,101.32,1.2,1.55,2.7,2.31,1.11
2003-11-13,21.8,17.28,19.54,21.37,10.71,27.8,17.09,12.19,77.28,0.0,101.38,1.26,2.16,353.4,2.87,1.61
2003-11-14,21.44,16.9,19.17,21.18,11.91,28.34,16.43,11.9,77.32,0.0,101.43,1.79,2.53,344.7,3.27,1.48
2003-11-15,21.33,16.25,18.79,20.99,12.77,28.63,15.86,11.42,75.78,0.0,101.31,1.7,1.93,337.3,2.95,1.25
2003-11-16,21.18,16.35,18.76,20.59,11.85,27.51,15.66,11.53,76.09,0.0,101.15,1.16,1.93,329.2,2.44,1.28
2003-11-17,21.33,18.2,19.77,21.34,10.53,27.13,16.6,12.96,83.6,7.23,101.13,1.32,2.29,339.0,3.13,1.81
2003-11-18,21.16,17.18,19.17,21.06,11.73,27.42,15.69,12.14,79.88,0.0,101.12,0.89,2.36,345.9,2.79,1.9
2003-11-19,20.83,17.29,19.06,20.71,10.78,26.83,16.05,12.21,81.65,0.0,101.23,1.01,2.29,346.7,2.79,1.78
2003-11-20,21.19,16.8,18.99,20.8,11.44,27.84,16.4,11.84,78.24,0.0,101.22,2.12,2.17,340.8,2.83,0.71
2003-11-21,20.14,15.3,17.72,19.87,12.75,27.41,14.66,10.76,76.12,0.0,101.39,1.72,2.35,11.8,2.76,1.04
2003-11-22,20.12,14.67,17.39,19.71,12.47,26.71,14.24,10.31,73.42,0.0,101.39,1.84,1.57,339.7,2.65,0.81
2003-11-23,20.75,15.9,18.32,20.39,11.41,26.75,15.34,11.14,75.91,0.0,101.46,1.43,1.44,31.6,2.11,0.68
2003-11-24,20.99,16.66,18.83,20.86,11.0,27.26,16.26,11.69,78.57,0.0,101.57,2.38,1.59,352.7,2.65,0.27
2003-11-25,20.84,17.59,19.22,20.98,10.65,26.94,16.29,12.42,83.23,0.0,101.47,1.84,2.35,344.8,2.92,1.08
2003-11-26,21.1,17.12,19.11,21.41,11.62,27.66,16.04,12.07,79.89,0.0,101.33,1.39,2.05,353.3,2.83,1.44
2003-11-27,20.38,16.63,18.51,20.53,11.03,26.65,15.62,11.7,80.71,0.0,101.21,0.92,2.41,346.2,2.79,1.87
2003-11-28,19.71,16.0,17.85,19.89,10.77,25.98,15.21,11.23,80.95,0.0,101.29,1.01,2.37,342.9,2.79,1.78
2003-11-29,19.31,15.25,17.28,19.51,11.74,25.89,14.15,10.69,79.23,0.0,101.4,1.13,2.15,347.4,2.74,1.61
2003-11-30,19.24,14.56,16.9,19.07,11.49,25.86,14.37,10.23,76.9,0.0,101.36,1.67,1.99,333.5,2.82,1.15
2003-12-01,18.95,14.31,16.63,19.1,12.12,25.87,13.75,10.06,77.22,0.0,101.39,2.08,1.99,355.7,3.09,1.01
2003-12-02,18.88,14.08,16.48,18.9,12.22,25.81,13.59,9.92,76.38,0.0,101.35,1.92,1.96,353.7,2.9,0.98
2003-12-03,19.09,13.83,16.46,18.98,12.12,25.89,13.77,9.77,74.51,0.0,101.22,2.52,1.66,8.8,2.66,0.14
2003-12-04,18.95,14.18,16.56,18.88,12.02,25.36,13.34,9.99,75.99,0.0,101.26,1.28,2.01,27.8,2.68,1.4
2003-12-05,18.34,13.92,16.13,18.39,12.15,25.1,12.95,9.8,77.58,0.0,101.41,1.12,2.48,28.5,2.83,1.71
2003-12-06,18.36,13.43,15.89,17.94,10.83,24.35,13.52,9.5,75.3,0.0,101.35,1.94,1.67,359.8,2.74,0.8
2003-12-07,18.55,13.42,15.98,18.08,10.94,24.93,13.99,9.5,73.9,0.0,101.34,1.5,1.7,16.1,2.46,0.96
2003-12-08,19.56,13.79,16.68,19.01,13.12,26.56,13.44,9.73,71.82,0.0,101.34,1.8,1.42,24.4,2.24,0.44
2003-12-09,20.42,15.07,17.75,20.14,12.17,26.9,14.73,10.58,73.66,0.0,101.31,1.3,1.61,44.7,2.24,0.94
2003-12-10,20.23,15.27,17.75,20.38,12.77,27.26,14.49,10.71,75.78,0.0,101.39,1.79,2.19,35.5,2.74,0.95
2003-12-11,19.86,15.24,17.55,19.84,12.95,27.02,14.07,10.68,76.89,0.0,101.39,0.74,2.52,16.7,2.82,2.08
2003-12-12,19.99,14.22,17.1,19.84,13.91,27.67,13.76,10.0,72.75,0.0,101.43,0.65,2.34,26.9,2.61,1.96
2003-12-13,20.04,14.1,17.07,19.66,13.15,27.2,14.05,9.92,71.23,0.0,101.43,1.51,2.03,29.1,2.9,1.39
2003-12-14,20.32,13.44,16.88,20.08,13.6,28.36,14.76,9.51,68.34,0.0,101.4,2.78,1.55,359.9,2.85,0.07
2003-12-15,19.69,13.91,16.8,19.99,12.71,26.61,13.9,9.82,71.84,0.0,101.35,2.65,2.15,7.5,2.86,0.21
2003-12-16,20.16,14.89,17.52,20.23,9.84,25.49,15.65,10.46,73.64,0.16,101.25,3.21,2.02,343.8,3.74,0.53
2003-12-17,19.39,16.27,17.83,20.01,7.19,23.6,16.41,11.42,83.21,1.53,101.33,2.72,2.37,14.8,3.73,1.01
2003-12-18,19.13,16.61,17.87,19.48,5.44,22.48,17.04,11.67,85.99,2.35,101.4,2.95,3.3,52.0,4.53,1.58
2003-12-19,19.79,17.43,18.61,20.26,7.01,24.1,17.09,12.29,86.9,25.99,101.49,1.75,3.55,39.3,4.3,2.55
2003-12-20,20.27,17.07,18.67,20.73,10.07,26.11,16.04,12.02,82.98,1.65,101.56,1.71,2.85,1.1,3.89,2.18
2003-12-21,19.51,15.83,17.67,19.99,11.79,25.95,14.16,11.07,80.76,0.0,101.63,1.03,2.85,331.3,3.22,2.19
2003-12-22,19.49,15.27,17.38,19.94,12.16,26.18,14.02,10.68,78.66,0.0,101.58,1.33,2.31,332.8,2.86,1.53
2003-12-23,18.97,15.0,16.99,19.38,9.92,24.47,14.55,10.51,79.73,0.0,101.56,1.17,2.5,312.8,2.91,1.74
2003-12-24,18.33,12.76,15.55,18.26,12.17,25.03,12.86,9.11,72.34,0.01,101.48,1.16,2.71,311.6,3.23,2.07
2003-12-25,17.1,9.59,13.34,16.57,13.53,24.67,11.14,7.35,64.06,0.03,101.57,1.61,2.34,335.9,3.26,1.65
2003-12-26,16.73,12.0,14.36,16.95,14.19,24.57,10.38,8.65,76.04,0.0,101.49,1.38,2.67,355.4,3.23,1.85
2003-12-27,17.19,12.38,14.78,17.54,13.55,24.35,10.8,8.86,76.03,0.0,101.54,2.81,2.34,356.0,4.13,1.32
2003-12-28,16.17,13.16,14.67,16.48,6.8,19.82,13.02,9.3,83.18,5.73,101.76,4.13,2.68,332.4,5.18,1.05
2003-12-29,15.6,11.83,13.72,16.26,11.77,21.9,10.13,8.5,80.02,0.3,101.91,2.04,2.4,333.6,3.3,1.26
2003-12-30,16.21,11.36,13.78,16.62,14.05,23.93,9.88,8.25,75.73,0.0,101.83,2.02,2.69,360.0,3.5,1.48
2003-12-31,16.06,11.68,13.87,16.26,12.66,23.03,10.37,8.44,77.79,0.0,101.63,1.76,2.52,331.3,3.24,1.48
2004-01-01,16.06,11.64,13.85,16.49,13.47,23.55,10.08,8.43,77.18,0.0,101.52,2.04,2.46,330.4,3.29,1.25
2004-01-02,15.78,11.05,13.42,16.09,13.38,23.38,10.0,8.1,76.07,0.0,101.56,1.32,2.65,344.7,3.28,1.96
2004-01-03,14.76,9.53,12.14,15.07,13.47,22.58,9.11,7.31,74.31,0.16,101.65,1.42,2.68,345.3,3.32,1.9
2004-01-04,13.96,8.84,11.4,14.41,14.5,22.12,7.62,6.98,74.22,0.0,101.67,1.75,3.0,348.7,3.95,2.2
2004-01-05,14.41,8.42,11.42,14.68,14.74,22.44,7.7,6.78,71.07,0.0,101.7,2.19,2.85,347.5,3.58,1.39
2004-01-06,16.47,9.88,13.18,16.67,14.32,24.84,10.52,7.5,68.0,0.0,101.56,3.02,1.73,327.1,3.18,0.16
2004-01-07,17.45,11.43,14.44,17.6,14.15,25.36,11.21,8.32,70.61,0.0,101.56,2.8,1.86,313.1,3.06,0.26
2004-01-08,17.48,11.93,14.7,17.53,12.1,24.81,12.71,8.59,72.01,0.0,101.62,3.03,2.81,312.3,4.2,1.17
2004-01-09,15.62,7.97,11.8,15.8,14.84,23.85,9.01,6.59,64.07,0.0,101.7,2.34,3.05,318.5,4.1,1.76
2004-01-10,16.5,9.94,13.22,16.43,15.45,24.82,9.37,7.56,67.47,0.0,101.68,1.77,2.8,351.1,3.47,1.7
2004-01-11,18.16,10.82,14.49,17.61,14.32,25.82,11.5,7.99,65.95,0.0,101.5,2.16,1.7,1.3,3.06,0.9
2004-01-12,18.6,10.88,14.74,17.9,11.51,25.36,13.85,8.03,62.59,0.0,101.41,2.11,1.45,315.7,2.25,0.14
2004-01-13,18.28,11.51,14.89,17.77,11.05,24.49,13.44,8.37,66.55,0.0,101.29,1.66,1.82,311.3,2.46,0.8
2004-01-14,19.06,11.66,15.36,17.76,12.27,25.44,13.17,8.48,64.19,0.0,101.12,3.13,1.9,224.8,3.54,0.41
2004-01-15,19.29,12.23,15.76,18.72,13.62,26.71,13.09,8.85,67.87,0.01,101.33,2.66,1.86,102.7,3.09,0.43
2004-01-16,18.77,12.07,15.42,18.83,13.53,25.94,12.41,8.68,68.04,0.51,101.44,2.8,2.13,82.9,3.16,0.36
2004-01-17,18.98,12.62,15.8,19.38,13.27,26.12,12.85,9.03,69.1,0.0,101.24,2.44,1.88,41.4,2.69,0.25
2004-01-18,19.74,12.44,16.09,19.59,12.31,25.99,13.68,8.93,65.59,0.0,101.17,2.04,1.65,30.2,2.71,0.67
2004-01-19,19.69,15.06,17.37,19.83,13.05,26.48,13.43,10.64,76.73,0.92,101.09,1.55,3.04,189.0,3.89,2.34
2004-01-20,20.52,15.69,18.11,20.95,11.1,26.35,15.25,11.03,76.27,0.59,101.2,3.16,2.31,84.8,3.8,0.64
2004-01-21,19.61,13.04,16.33,19.85,12.33,26.06,13.73,9.32,68.97,0.0,101.22,1.82,2.19,25.9,2.88,1.06
2004-01-22,19.73,12.57,16.15,19.71,14.29,27.06,12.77,9.0,66.71,0.01,101.2,2.13,2.18,39.1,2.86,0.73
2004-01-23,20.36,13.77,17.07,21.0,13.13,27.57,14.44,9.73,68.12,0.02,101.25,1.94,2.37,57.8,2.96,1.02
2004-01-24,20.48,14.21,17.35,20.37,10.76,26.08,15.32,10.02,68.76,1.38,101.17,1.96,2.14,8.9,2.97,1.01
